time,topic,body
2025-05-03 08:59:43.613357+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": ""38.050"", ""VibrationTemperatureC"": ""-12.320"", ""XVibrationAccelerationRmsMPerS2"": ""0.990"", ""YVibrationAccelerationRmsMPerS2"": ""0.240"", ""ZVibrationAccelerationRmsMPerS2"": ""0.210""}"
2025-05-03 08:59:43.617156+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 11.405864715576172, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T08:59:46.000Z""}"
2025-05-03 08:59:43.620607+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""StateChangedCounter"": 1037}"
2025-05-03 08:59:43.624647+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": ""38.050""}"
2025-05-03 08:59:43.62813+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": [""25.360"", ""39.730"", ""17.560"", ""-20.740""]}"
2025-05-03 08:59:43.651082+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 81.70746612548828, ""CurrentB"": 71.9589614868164, ""CurrentC"": 21.92168426513672, ""StartDate"": ""2025-05-03T08:59:46.000Z""}"
2025-05-03 08:59:43.654819+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC_1"": ""-10.360"", ""TemperatureC_2"": ""6.650"", ""VibrationTemperatureC_1"": ""39.440"", ""VibrationTemperatureC_2"": ""6.650"", ""XVibrationVelocityRmsMPerS_1"": ""0.08170"", ""XVibrationVelocityRmsMPerS_2"": ""0.09756"", ""YVibrationVelocityRmsMPerS_1"": ""0.07195"", ""YVibrationVelocityRmsMPerS_2"": ""0.08866"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00001"", ""ZVibrationVelocityRmsMPerS_2"": ""0.04420""}"
2025-05-03 08:59:43.67369+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""Concentration"": 0.000005255385076452512, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:59:43.677622+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC_1"": ""38.050"", ""TemperatureC_2"": ""30.920"", ""VibrationTemperatureC_1"": ""25.360"", ""VibrationTemperatureC_2"": ""30.920"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.810"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.970"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.710"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.880"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.440""}"
2025-05-03 08:59:48.047822+03,Auton_json/A405/0123/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 96, ""RemoteConnectionLevel"": 48}"
2025-05-03 08:59:48.08437+03,Auton_json/A405-10/0512/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 60, ""RemoteConnectionLevel"": 90}"
2025-05-03 08:59:48.107332+03,Auton_json/A205/0006/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 60, ""RemoteConnectionLevel"": 90}"
2025-05-03 08:59:48.112021+03,Auton_json/A555-10/1022/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 60, ""RemoteConnectionLevel"": 90}"
2025-05-03 08:59:48.115377+03,Auton_json/A835/0551/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 60, ""RemoteConnectionLevel"": 90}"
2025-05-03 08:59:48.118795+03,Auton_json/A845/0914/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:51.000Z"", ""BatteryLevel"": 60, ""RemoteConnectionLevel"": 90}"
2025-05-03 08:59:54.55214+03,Auton_json/A605-20/1856/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:55.000Z"", ""BatteryLevel"": 78, ""RemoteConnectionLevel"": 76}"
2025-05-03 08:59:54.574968+03,Auton_json/A125/0326/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:55.000Z"", ""BatteryLevel"": 78, ""RemoteConnectionLevel"": 76}"
2025-05-03 08:59:54.578682+03,Auton_json/A605-10/0791/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T08:59:55.000Z"", ""BatteryLevel"": 78, ""RemoteConnectionLevel"": 76}"
2025-05-03 09:00:10.529234+03,Auton_json/A225/0343/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T09:00:12.000Z"", ""BatteryLevel"": 87, ""RemoteConnectionLevel"": 6}"
2025-05-03 09:00:13.851865+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T09:00:16.000Z"", ""DiscreteStatus"": 0}"
2025-05-03 09:00:20.305637+03,Auton_json/A215/0831/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-03T09:00:23.000Z"", ""BatteryLevel"": 39, ""RemoteConnectionLevel"": 12}"
2025-05-03 09:00:44.394845+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""Concentration"": 0.21921685338020325, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:00:44.421707+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""DiscreteStatus"": 0}"
2025-05-03 09:00:44.424317+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""FrequencyRpm"": 2741.147705078125}"
2025-05-03 09:00:44.427067+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""Concentration"": 0.0032890334259718657, ""CasRegistryNumber"": 74986}"
2025-05-03 09:00:44.431064+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""PressureAt"": ""0.4266798550""}"
2025-05-03 09:00:44.434614+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 2.8402106761932373, ""StartDate"": ""2025-05-03T09:00:46.000Z""}"
2025-05-03 09:00:44.438666+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": ""0.840"", ""VibrationTemperatureC"": ""36.010"", ""XVibrationVelocityRmsMPerS"": ""0.09930"", ""YVibrationVelocityRmsMPerS"": ""0.03704"", ""ZVibrationVelocityRmsMPerS"": ""0.01148""}"
2025-05-03 09:00:44.442172+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 21.92168426513672, ""StartDate"": ""2025-05-03T09:00:46.000Z""}"
2025-05-03 09:00:44.445626+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": ""-39.990"", ""VibrationTemperatureC"": ""39.440"", ""XVibrationDisplacementRmsM"": ""0.00099300"", ""YVibrationDisplacementRmsM"": ""0.00037040"", ""ZVibrationDisplacementRmsM"": ""0.00011480""}"
2025-05-03 09:00:44.449143+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""PressureAt"": ""2.0048334548"", ""TemperatureC"": ""-22.460""}"
2025-05-03 09:00:44.453305+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": ""36.780""}"
2025-05-03 09:00:44.474975+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC_1"": ""0.840"", ""TemperatureC_2"": ""-39.990"", ""VibrationTemperatureC_1"": ""36.010"", ""VibrationTemperatureC_2"": ""17.400"", ""XVibrationDisplacementRmsM_1"": ""0.00069640"", ""XVibrationDisplacementRmsM_2"": ""0.00091370"", ""YVibrationDisplacementRmsM_1"": ""0.00083630"", ""YVibrationDisplacementRmsM_2"": ""0.00095980"", ""ZVibrationDisplacementRmsM_1"": ""0.00002360"", ""ZVibrationDisplacementRmsM_2"": ""0.00058310""}"
2025-05-03 09:00:44.478799+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": ""33.090"", ""VibrationTemperatureC"": ""-22.460"", ""XVibrationAccelerationRmsMPerS2"": ""0.990"", ""YVibrationAccelerationRmsMPerS2"": ""0.370"", ""ZVibrationAccelerationRmsMPerS2"": ""0.110""}"
2025-05-03 09:00:44.482887+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 10.213433265686035, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T09:00:46.000Z""}"
2025-05-03 09:00:44.485665+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""StateChangedCounter"": 657}"
2025-05-03 09:00:44.489523+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": ""33.090""}"
2025-05-03 09:00:44.498528+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC"": [""15.710"", ""39.440"", ""26.900"", ""-10.360""]}"
2025-05-03 09:00:44.521701+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 69.6422119140625, ""CurrentB"": 83.63568115234375, ""CurrentC"": 11.480173110961914, ""StartDate"": ""2025-05-03T09:00:46.000Z""}"
2025-05-03 09:00:44.525105+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC_1"": ""0.840"", ""TemperatureC_2"": ""17.400"", ""VibrationTemperatureC_1"": ""36.010"", ""VibrationTemperatureC_2"": ""17.400"", ""XVibrationVelocityRmsMPerS_1"": ""0.06964"", ""XVibrationVelocityRmsMPerS_2"": ""0.09137"", ""YVibrationVelocityRmsMPerS_1"": ""0.08363"", ""YVibrationVelocityRmsMPerS_2"": ""0.09598"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00236"", ""ZVibrationVelocityRmsMPerS_2"": ""0.05831""}"
2025-05-03 09:00:44.528+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""Concentration"": 0.0000033663309295661747, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:00:44.543601+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T09:00:46.000Z"", ""TemperatureC_1"": ""33.090"", ""TemperatureC_2"": ""36.780"", ""VibrationTemperatureC_1"": ""15.710"", ""VibrationTemperatureC_2"": ""36.780"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.690"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.910"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.830"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.950"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.020"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.580""}"
2025-05-03 09:01:14.71579+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T09:01:16.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 09:01:45.244514+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""Concentration"": 0.11480173468589783, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:01:45.281847+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 09:01:45.305933+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""FrequencyRpm"": 2456.34765625}"
2025-05-03 09:01:45.310334+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""Concentration"": 0.0017229111399501562, ""CasRegistryNumber"": 74986}"
2025-05-03 09:01:45.314474+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""PressureAt"": ""0.2137325182""}"
2025-05-03 09:01:45.318019+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 1.5350216627120972, ""StartDate"": ""2025-05-03T09:01:46.000Z""}"
2025-05-03 09:01:45.321692+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": ""11.980"", ""VibrationTemperatureC"": ""29.710"", ""XVibrationVelocityRmsMPerS"": ""0.09501"", ""YVibrationVelocityRmsMPerS"": ""0.05105"", ""ZVibrationVelocityRmsMPerS"": ""0.00410""}"
2025-05-03 09:01:45.325542+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 11.480173110961914, ""StartDate"": ""2025-05-03T09:01:46.000Z""}"
2025-05-03 09:01:45.329144+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": ""-38.160"", ""VibrationTemperatureC"": ""36.010"", ""XVibrationDisplacementRmsM"": ""0.00095010"", ""YVibrationDisplacementRmsM"": ""0.00051050"", ""ZVibrationDisplacementRmsM"": ""0.00004100""}"
2025-05-03 09:01:45.332899+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""PressureAt"": ""1.9174029867"", ""TemperatureC"": ""-30.810""}"
2025-05-03 09:01:45.336636+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": ""39.700""}"
2025-05-03 09:01:45.340246+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC_1"": ""11.980"", ""TemperatureC_2"": ""-38.160"", ""VibrationTemperatureC_1"": ""29.710"", ""VibrationTemperatureC_2"": ""26.770"", ""XVibrationDisplacementRmsM_1"": ""0.00056010"", ""XVibrationDisplacementRmsM_2"": ""0.00081870"", ""YVibrationDisplacementRmsM_1"": ""0.00092630"", ""YVibrationDisplacementRmsM_2"": ""0.00099630"", ""ZVibrationDisplacementRmsM_1"": ""0.00008500"", ""ZVibrationDisplacementRmsM_2"": ""0.00071750""}"
2025-05-03 09:01:45.34402+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": ""25.500"", ""VibrationTemperatureC"": ""-30.810"", ""XVibrationAccelerationRmsMPerS2"": ""0.950"", ""YVibrationAccelerationRmsMPerS2"": ""0.510"", ""ZVibrationAccelerationRmsMPerS2"": ""0.040""}"
2025-05-03 09:01:45.347614+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 8.705276489257812, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T09:01:46.000Z""}"
2025-05-03 09:01:45.351406+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""StateChangedCounter"": 344}"
2025-05-03 09:01:45.355041+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": ""25.500""}"
2025-05-03 09:01:45.358748+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC"": [""4.800"", ""36.010"", ""34.100"", ""0.840""]}"
2025-05-03 09:01:45.374852+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 56.012271881103516, ""CurrentB"": 92.63299560546875, ""CurrentC"": 4.107129096984863, ""StartDate"": ""2025-05-03T09:01:46.000Z""}"
2025-05-03 09:01:45.377668+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC_1"": ""11.980"", ""TemperatureC_2"": ""26.770"", ""VibrationTemperatureC_1"": ""29.710"", ""VibrationTemperatureC_2"": ""26.770"", ""XVibrationVelocityRmsMPerS_1"": ""0.05601"", ""XVibrationVelocityRmsMPerS_2"": ""0.08187"", ""YVibrationVelocityRmsMPerS_1"": ""0.09263"", ""YVibrationVelocityRmsMPerS_2"": ""0.09963"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00850"", ""ZVibrationVelocityRmsMPerS_2"": ""0.07175""}"
2025-05-03 09:01:45.397562+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""Concentration"": 0.0000018105457684214343, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:01:45.400519+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T09:01:46.000Z"", ""TemperatureC_1"": ""25.500"", ""TemperatureC_2"": ""39.700"", ""VibrationTemperatureC_1"": ""4.800"", ""VibrationTemperatureC_2"": ""39.700"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.560"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.810"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.920"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.080"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.710""}"
2025-05-03 09:02:15.584979+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T09:02:16.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 09:02:43.186928+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""Concentration"": 0.041071292012929916, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:02:43.232626+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 09:02:43.256315+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""FrequencyRpm"": 2095.365478515625}"
2025-05-03 09:02:43.259673+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""Concentration"": 0.0006170283304527402, ""CasRegistryNumber"": 74986}"
2025-05-03 09:02:43.262956+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""PressureAt"": ""0.0633651655""}"
2025-05-03 09:02:43.266389+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 0.6133911609649658, ""StartDate"": ""2025-05-03T09:02:46.000Z""}"
2025-05-03 09:02:43.270101+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": ""22.160"", ""VibrationTemperatureC"": ""21.040"", ""XVibrationVelocityRmsMPerS"": ""0.08714"", ""YVibrationVelocityRmsMPerS"": ""0.06497"", ""ZVibrationVelocityRmsMPerS"": ""0.00038""}"
2025-05-03 09:02:43.273564+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 4.107129096984863, ""StartDate"": ""2025-05-03T09:02:46.000Z""}"
2025-05-03 09:02:43.277222+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": ""-33.290"", ""VibrationTemperatureC"": ""29.710"", ""XVibrationDisplacementRmsM"": ""0.00087140"", ""YVibrationDisplacementRmsM"": ""0.00064970"", ""ZVibrationDisplacementRmsM"": ""0.00000380""}"
2025-05-03 09:02:43.281196+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""PressureAt"": ""1.7568384719"", ""TemperatureC"": ""-36.710""}"
2025-05-03 09:02:43.284419+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": ""39.470""}"
2025-05-03 09:02:43.288238+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC_1"": ""22.160"", ""TemperatureC_2"": ""-33.290"", ""VibrationTemperatureC_1"": ""21.040"", ""VibrationTemperatureC_2"": ""34.010"", ""XVibrationDisplacementRmsM_1"": ""0.00041900"", ""XVibrationDisplacementRmsM_2"": ""0.00069840"", ""YVibrationDisplacementRmsM_1"": ""0.00098230"", ""YVibrationDisplacementRmsM_2"": ""0.00099340"", ""ZVibrationDisplacementRmsM_1"": ""0.00017950"", ""ZVibrationDisplacementRmsM_2"": ""0.00083470""}"
2025-05-03 09:02:43.292247+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": ""15.870"", ""VibrationTemperatureC"": ""-36.710"", ""XVibrationAccelerationRmsMPerS2"": ""0.870"", ""YVibrationAccelerationRmsMPerS2"": ""0.640"", ""ZVibrationAccelerationRmsMPerS2"": ""0.000""}"
2025-05-03 09:02:43.295753+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 7.0015339851379395, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T09:02:46.000Z""}"
2025-05-03 09:02:43.299254+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""StateChangedCounter"": 123}"
2025-05-03 09:02:43.303065+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": ""15.870""}"
2025-05-03 09:02:43.306684+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC"": [""-6.470"", ""29.710"", ""38.580"", ""11.980""]}"
2025-05-03 09:04:44.989094+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T09:04:46.000Z"", ""FrequencyRpm"": 1263.6552734375}"
2025-05-03 09:02:43.310328+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 41.90340042114258, ""CurrentB"": 98.23419952392578, ""CurrentC"": 0.3898850381374359, ""StartDate"": ""2025-05-03T09:02:46.000Z""}"
2025-05-03 09:02:43.314013+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC_1"": ""22.160"", ""TemperatureC_2"": ""34.010"", ""VibrationTemperatureC_1"": ""21.040"", ""VibrationTemperatureC_2"": ""34.010"", ""XVibrationVelocityRmsMPerS_1"": ""0.04190"", ""XVibrationVelocityRmsMPerS_2"": ""0.06984"", ""YVibrationVelocityRmsMPerS_1"": ""0.09823"", ""YVibrationVelocityRmsMPerS_2"": ""0.09934"", ""ZVibrationVelocityRmsMPerS_1"": ""0.01795"", ""ZVibrationVelocityRmsMPerS_2"": ""0.08347""}"
2025-05-03 09:02:43.32862+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""Concentration"": 0.0000007119622864593111, ""CasRegistryNumber"": 7783064}"
2025-05-03 09:02:43.332641+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T09:02:46.000Z"", ""TemperatureC_1"": ""15.870"", ""TemperatureC_2"": ""39.470"", ""VibrationTemperatureC_1"": ""-6.470"", ""VibrationTemperatureC_2"": ""39.470"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.410"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.690"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.980"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.170"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.830""}"
